Purism Librem 15v3	<nixos-hardware/purism/librem/15v3>
Purism Librem 5r4	<nixos-hardware/purism/librem/5r4>
Radxa ROCK 4C+	<nixos-hardware/radxa/rock-4c-plus>
Radxa ROCK 5 Model B	<nixos-hardware/radxa/rock-5b>
Radxa ROCK Pi 4	<nixos-hardware/radxa/rock-pi-4>
Radxa ROCK Pi E	<nixos-hardware/radxa/rock-pi-e>
Razer Blade 14 (RZ09-0530)	<nixos-hardware/razer/blade/14/RZ09-0530>
Raspberry Pi 2	<nixos-hardware/raspberry-pi/2>
Raspberry Pi 3	<nixos-hardware/raspberry-pi/3>
Raspberry Pi 4	<nixos-hardware/raspberry-pi/4>
Raspberry Pi 5	<nixos-hardware/raspberry-pi/5>
Samsung Series 9 NP900X3C	<nixos-hardware/samsung/np900x3c>
Slimbook Hero RPL-RTX	<nixos-hardware/slimbook/hero/rpl-rtx>
StarFive VisionFive v1	<nixos-hardware/starfive/visionfive/v1>
StarFive VisionFive 2	<nixos-hardware/starfive/visionfive/v2>
StarLabs StarLite 5 (I5)	<nixos-hardware/starlabs/starlite/i5>
Supermicro A1SRi-2758F	<nixos-hardware/supermicro/a1sri-2758f>
Supermicro M11SDV-8C-LN4F	<nixos-hardware/supermicro/m11sdv-8c-ln4f>
Supermicro X10SLL-F	<nixos-hardware/supermicro/x10sll-f>
Supermicro X12SCZ-TLN4F	<nixos-hardware/supermicro/x12scz-tln4f>
System76 (generic)	<nixos-hardware/system76>
System76 Darter Pro 6	<nixos-hardware/system76/darp6>
System76 Gazelle 18	<nixos-hardware/system76/gaze18>
System76 Galago Pro 3	<nixos-hardware/system76/galp3>
System76 Galago Pro 5	<nixos-hardware/system76/galp5-1650>
System76 Thelio Mega	<nixos-hardware/system76/thelio-mega>
Toshiba Chromebook 2 swanky	<nixos-hardware/toshiba/swanky>
Tuxedo InfinityBook v4	<nixos-hardware/tuxedo/infinitybook/v4>
TUXEDO Aura 15 - Gen1	<nixos-hardware/tuxedo/aura/15/gen1>
TUXEDO InfinityBook Pro 14 - Gen7	<nixos-hardware/tuxedo/infinitybook/pro14/gen7>
TUXEDO InfinityBook Pro 14 - Gen9 - AMD	<nixos-hardware/tuxedo/infinitybook/pro14/gen9/amd>
TUXEDO InfinityBook Pro 14 - Gen9 - INTEL	<nixos-hardware/tuxedo/infinitybook/pro14/gen9/intel>
TUXEDO Pulse 14 - Gen3	<nixos-hardware/tuxedo/pulse/14/gen3>
TUXEDO Pulse 15 - Gen2	<nixos-hardware/tuxedo/pulse/15/gen2>
Xiaomi Redmibook 15 Pro 2021	<nixos-hardware/xiaomi/redmibook/15-pro-2021>
Xiaomi Redmibook 16 Pro 2024	<nixos-hardware/xiaomi/redmibook/16-pro-2024>
